"NO_SPOOL","DIA","Length","Weight","MemberCount","JointCount","Emergency","ApplyLeadTime","STG","Service","Pass","Sch","Material","제작협력사","도장협력사","Plan_makingLT","Actual_makingLT","Predicted_makingLT","Plan_paintingLT","Actual_paintingLT","Predicted_paintingLT"
"SN2126B7PU1200613","18.0","1942.0","494.369","1.0","0.0","1.0","정상","40.0","PG","A","S-80","LTCS","건일산업(주)","건일산업(주)","34.0","21.0","21.935493","13.0","14.0","20.28815"
"SN2126B7PU1122110","8.0","454.0","48.857","3.0","2.0","1.0","정상","40.0","CWS","A","S-20","CS","(주)성광테크","(주)성광테크","19.0","23.0","20.541965","13.0","14.0","18.221272"
"SN2126B7PU1127354","0.75","75.0","1.065","2.0","1.0","1.0","정상","30.0","AI","A","S-80","CS","건일산업(주)","하이에어","17.0","24.0","21.592373","21.0","28.0","23.879791"
"SN2126B7PU1703652","4.0","611.0","83.966","8.0","7.0","1.0","정상","50.0","FW","B","T-6.35","CN","부흥","하이에어","32.0","31.0","32.86136","14.0","16.0","15.473746"
"SN2126B7PU1317533","1.5","293.0","6.778","5.0","3.0","1.0","정상","30.0","DM","A","S-80S","SS","건일산업(주)","하이에어","17.0","18.0","32.364075","11.0","11.0","14.806256"
"SN2126B7PU1702481","4.0","0.0","13.0","2.0","1.0","0.0","정상","40.0","FW","A","T-6.35","CN","부흥","하이에어","25.0","50.0","28.677988","8.0","33.0","17.0261"
"SN2126B7PU1320320","8.0","597.0","71.367","8.0","7.0","1.0","정상","40.0","FCH","A","S-10S","SS","건일산업(주)","하이에어","28.0","33.0","26.308064","19.0","18.0","15.978853"
"SN2126B7PU1317348","2.0","0.0","3.634","4.0","3.0","1.0","정상","50.0","LNG","A","S-10S","SS","삼성중공업(주)거제","하이에어","19.0","31.0","31.812","14.0","25.0","19.491728"
"SN2126B7PU1122094","2.0","184.0","10.044","3.0","2.0","1.0","정상","40.0","RN","A","S-160","CS","(주)성광테크","(주)성광테크","19.0","19.0","20.522303","13.0","13.0","17.16402"
"SN2126B7PU1316896","1.0","500.0","13.24","7.0","5.0","0.0","정상","30.0","FWH","A","S-80S","SS","성일","하이에어","21.0","22.0","20.083551","14.0","14.0","16.485016"
"SN2126B7PU1125343","1.5","150.0","5.812","3.0","2.0","1.0","정상","40.0","CHS","A","S-80","CS","성일SIM함안공장","하이에어","17.0","28.0","20.55513","11.0","14.0","17.255665"
"SN2126B7PU1703216","3.0","5000.0","76.961","23.0","7.0","1.0","정상","50.0","FW","A","T-5.56","CN","부흥","하이에어","29.0","57.0","45.134132","20.0","24.0","16.018208"
"SN2126B7PU1131267","1.0","0.0","2.933","3.0","0.0","1.0","정상","30.0","DH","B","S-80","CS","성일SIM함안공장","삼녹","17.0","14.0","20.071098","13.0","13.0","15.087208"
"SN2126B7PU1702388","6.0","6000.0","187.38","3.0","1.0","1.0","정상","50.0","FW","A","T-6.35","CN","부흥","하이에어","17.0","14.0","21.570402","11.0","10.0","14.870128"
"SN2126B7PU1123317","1.0","2145.0","12.339","5.0","4.0","0.0","정상","30.0","N","B","S-80","CS","성일SIM함안공장","성일SIM함안공장","17.0","24.0","23.92464","23.0","22.0","22.704357"
"SN2126B7PU1320711","2.0","800.0","4.07","3.0","2.0","1.0","정상","50.0","RN","A","S-10S","SS","삼성중공업(주)거제","하이에어","19.0","23.0","34.46832","13.0","19.0","15.762217"
"SN2126B7PU1115663","2.0","6000.0","75.6","3.0","2.0","0.0","정상","3B","PL","A","S-160","CS","성일SIM함안공장","성일SIM함안공장","1.0","30.0","34.036385","1.0","20.0","18.166904"
"SN2126B7PU1320785","1.0","1754.0","6.652","3.0","2.0","1.0","정상","50.0","WD","A","S-80S","SS","삼성중공업(주)거제","하이에어","19.0","27.0","31.391953","14.0","22.0","14.9811735"
"SN2126B7PU1125193","2.0","2353.0","23.9","4.0","3.0","1.0","정상","40.0","DH","B","S-80","CS","(주)성광테크","삼녹","24.0","35.0","24.405563","11.0","23.0","18.33862"
"SN2126B7PU1115306","24.0","5503.0","1313.23","5.0","4.0","0.0","정상","3B","HWS","A","S-30","CS","성일SIM함안공장","성일SIM함안공장","1.0","43.0","36.83452","1.0","31.0","21.156128"
"SN2126B7PU1312811","1.0","382.0","1.257","1.0","0.0","1.0","정상","50.0","WD","A","S-80S","SS","건일산업(주)","하이에어","19.0","19.0","19.685251","13.0","22.0","19.638474"
"SN2126B7PU1126135","2.0","3114.0","51.919","11.0","10.0","1.0","정상","50.0","AI","B","S-80","CS","(주)성광테크","(주)성광테크","19.0","18.0","24.308632","12.0","26.0","17.29818"
"SN2126B7PU1123330","0.5","75.0","1.446","2.0","1.0","1.0","정상","30.0","PG","B","S-160","CS","건일산업(주)","하이에어","19.0","17.0","22.207329","13.0","13.0","19.397907"
"SN2126B7PU1125941","1.5","1759.0","11.319","5.0","4.0","1.0","정상","40.0","AI","B","S-80","CS","건일산업(주)","건일산업(주)","97.0","26.0","29.585268","13.0","35.0","19.862862"
"SN2126B7PU1317007","0.75","412.0","3.52","3.0","2.0","1.0","정상","30.0","PL","A","S-80S","SS","건일산업(주)","하이에어","27.0","26.0","26.54506","14.0","10.0","14.501198"
"SN2126B7PU1316439","1.0","381.0","1.254","1.0","0.0","1.0","정상","50.0","WD","A","S-80S","SS","건일산업(주)","하이에어","17.0","23.0","19.685251","7.0","23.0","19.637379"
"SN2126B7PU1312789","3.0","1947.0","32.819","7.0","6.0","1.0","정상","30.0","PL","B","S-10S","SS","성일","하이에어","22.0","33.0","26.364574","11.0","10.0","18.384176"
"SN2126B7PU1311682","6.0","6000.0","91.15","3.0","1.0","0.0","정상","50.0","VA","B","S-10S","SS","삼성중공업(주)거제","하이에어","26.0","32.0","35.425846","8.0","39.0","27.716835"
"SN2126B7PU1J00226","1.0","0.0","4.04899999999999","5.0","0.0","1.0","정상","30.0","DH","A","S-80","CS","(주)성광테크","(주)성광테크","24.0","23.0","24.30593","13.0","29.0","17.328709"
"SN2126B7PU1116683","1.5","4232.0","33.306","6.0","5.0","1.0","정상","40.0","CWR","B","S-80","CS","성일SIM함안공장","성일SIM함안공장","1.0","41.0","25.87038","1.0","16.0","18.681513"
"SN2126B7PU1318660","0.5","75.0","1.423","2.0","1.0","1.0","정상","50.0","DM","A","S-80S","SS","건일산업(주)","하이에어","27.0","18.0","25.9197","13.0","11.0","15.800229"
"SN2126B7PU1124301","14.0","601.0","184.29","6.0","5.0","1.0","정상","40.0","CHR","A","S-20","CS","성일SIM함안공장","성일SIM함안공장","19.0","22.0","23.389862","20.0","11.0","16.474018"
"SN2126B7PU1115046","1.5","0.0","2.65","3.0","2.0","1.0","정상","40.0","PA","P","S-160","CS","성일SIM함안공장","성일SIM함안공장","24.0","22.0","27.634392","13.0","11.0","13.843779"
"SN2126B7PU1702949","2.0","1364.0","15.162","4.0","3.0","1.0","정상","30.0","FW","B","T-3.96","CN","부흥","하이에어","23.0","31.0","22.695137","11.0","13.0","14.948356"
"SN2126B7PU1124996","2.0","2393.0","31.552","7.0","6.0","1.0","정상","30.0","DH","B","S-80","CS","건일산업(주)","삼녹","20.0","17.0","23.333445","13.0","23.0","19.193727"
"SN2126B7PU1319593","1.0","866.0","11.0979999999999","7.0","5.0","1.0","정상","30.0","WD","B","S-80S","SS","건일산업(주)","하이에어","21.0","14.0","26.612534","21.0","8.0","14.751649"
"SN2126B7PU1130427","2.0","4607.0","60.1239999999999","3.0","2.0","1.0","정상","50.0","FCH","B","S-160","CS","성일SIM함안공장","하이에어","19.0","17.0","21.34968","11.0","10.0","15.82315"
"SN2126B7PU1J00534","2.0","0.0","46.3139999999999","3.0","0.0","1.0","정상","40.0","N","B","S-80","CS","건일산업(주)","건일산업(주)","17.0","24.0","26.24303","13.0","11.0","20.04274"
"SN2126B7PU1127055","1.0","459.0","1.48699999999999","1.0","0.0","1.0","정상","40.0","AU","A","S-80","CS","건일산업(주)","건일산업(주)","95.0","37.0","22.928167","13.0","20.0","18.614109"
"SN2126B7PU1121162","12.0","1155.0","342.984","8.0","10.0","1.0","정상","40.0","PG","A","S-60","CS","성일SIM함안공장","성일SIM함안공장","24.0","25.0","31.54683","13.0","29.0","17.99187"
"SN2126B7PU1316745","2.0","0.0","3.634","4.0","3.0","1.0","정상","70.0","PL","A","S-10S","SS","삼성중공업(주)거제","하이에어","21.0","34.0","36.194626","35.0","10.0","12.497965"
"SN2126B7PU1132501","6.0","847.0","63.542","4.0","3.0","1.0","정상","30.0","FWH","B","S-40","CS","건일산업(주)","건일산업(주)","31.0","22.0","24.740715","26.0","22.0","18.99619"
"SN2126B7PU1130741","1.0","0.0","1.256","2.0","0.0","1.0","정상","30.0","DH","B","S-80","CS","성일SIM함안공장","삼녹","21.0","15.0","20.10921","21.0","15.0","15.0592375"
"SN2126B7PU1120216","2.0","3189.0","48.207","10.0","9.0","1.0","정상","50.0","DN","A","S-80","CS","(주)성광테크","(주)성광테크","55.0","21.0","22.141283","13.0","22.0","19.573364"
"SN2126B7PU1127207","1.0","272.0","5.667","8.0","7.0","1.0","정상","30.0","PA","A","S-160","CS","건일산업(주)","하이에어","34.0","28.0","28.209642","13.0","27.0","29.593712"
"SN2126B7PU1117334","1.0","100.0","3.158","6.0","5.0","0.0","정상","40.0","CWR","A","S-80","CS","(주)성광테크","(주)성광테크","35.0","31.0","32.091923","13.0","20.0","20.120369"
"SN2126B7PU1317106","1.0","2496.0","17.256","5.0","3.0","1.0","정상","50.0","RN","A","S-80S","SS","삼성중공업(주)거제","하이에어","19.0","35.0","34.983334","13.0","11.0","15.831679"
"SN2126B7PU1704025","1.0","1155.0","9.079","8.0","4.0","1.0","정상","50.0","FW","A","T-3.2","CN","부흥","하이에어","19.0","37.0","34.733044","13.0","19.0","15.66063"
"SN2126B7PU1119403","2.0","6000.0","58.542","5.0","4.0","1.0","정상","40.0","N","A","S-80","CS","성일SIM함안공장","성일SIM함안공장","17.0","16.0","21.36139","13.0","8.0","15.574328"
"SN2126B7PU1125320","18.0","352.0","297.363","8.0","10.0","1.0","정상","50.0","RN","A","S-40","CS","성일SIM함안공장","하이에어","22.0","50.0","33.387573","14.0","14.0","15.7147875"
"SN2126B7PU1133926","1.0","1797.0","6.746","3.0","2.0","1.0","정상","30.0","N","A","S-80","CS","건일산업(주)","건일산업(주)","19.0","19.0","23.216152","13.0","30.0","22.595936"
"SN2126B7PU1132236","1.0","5460.0","18.07","2.0","1.0","1.0","정상","50.0","AU","A","S-80","CS","(주)성광테크","(주)성광테크","21.0","15.0","21.245497","13.0","12.0","17.042343"
"SN2126B7PU1124890","2.0","6000.0","44.88","1.0","0.0","1.0","정상","50.0","N","A","S-80","CS","(주)성광테크","(주)성광테크","17.0","20.0","19.118168","11.0","17.0","17.622753"
"SN2126B7PU1316515","1.0","118.0","0.387999999999999","1.0","0.0","1.0","정상","40.0","WD","A","S-80S","SS","건일산업(주)","하이에어","36.0","20.0","22.92039","11.0","8.0","15.201079"
"SN2126B7PU1703999","8.0","4288.0","234.648","7.0","5.0","1.0","정상","40.0","FW","B","T-6.35","CN","부흥","하이에어","17.0","38.0","27.391342","17.0","12.0","15.467485"
"SN2126B7PU1318650","0.5","75.0","1.423","2.0","1.0","1.0","정상","50.0","DM","A","S-80S","SS","건일산업(주)","하이에어","27.0","18.0","25.9197","13.0","11.0","15.800229"
"SN2126B7PU1315916","1.0","1772.0","11.212","5.0","3.0","0.0","정상","50.0","WD","B","S-80S","SS","삼성중공업(주)거제","하이에어","37.0","46.0","37.192093","11.0","13.0","24.87629"
"SN2126B7PU1310792","2.0","5118.0","33.955","8.0","7.0","0.0","정상","40.0","VA","A","S-10S","SS","성일","하이에어","17.0","22.0","25.010181","11.0","9.0","16.413843"
"SN2126B7PU1127138","8.0","1580.0","105.106","9.0","8.0","1.0","정상","50.0","CWR","B","S-20","CS","성일SIM함안공장","하이에어","19.0","21.0","29.96542","14.0","19.0","16.772785"
"SN2126B7PU1126966","2.0","511.0","4.72199999999999","2.0","1.0","1.0","정상","40.0","CWR","B","S-80","CS","건일산업(주)","건일산업(주)","89.0","32.0","24.652603","13.0","19.0","19.283424"
"SN2126B7PU1133070","2.0","4558.0","45.217","5.0","4.0","1.0","정상","50.0","N","A","S-80","CS","(주)성광테크","(주)성광테크","17.0","21.0","21.113274","15.0","14.0","17.152676"
"SN2126B7PU1131389","1.0","1475.0","13.557","6.0","5.0","1.0","정상","50.0","AU","A","S-80","CS","성일SIM함안공장","하이에어","19.0","22.0","21.18812","11.0","15.0","16.56128"
"SN2126B7PU1123382","1.0","1204.0","6.606","4.0","3.0","1.0","정상","40.0","AI","A","S-80","CS","성일SIM함안공장","하이에어","27.0","15.0","21.260693","13.0","21.0","17.968792"
"SN2126B7PU1128341","2.0","2798.0","45.105","6.0","5.0","1.0","정상","50.0","FWH","B","S-160","CS","(주)성광테크","(주)성광테크","26.0","23.0","23.874407","11.0","16.0","18.701843"
"SN2126B7PU1702873","1.5","1378.0","26.473","15.0","6.0","1.0","정상","50.0","FW","B","T-3.81","CN","부흥","하이에어","29.0","50.0","42.22431","11.0","22.0","15.713756"
"SN2126B7PU1131823","1.5","1044.0","25.045","8.0","7.0","0.0","정상","50.0","PG","A","S-160","CS","(주)성광테크","(주)성광테크","24.0","27.0","29.457388","28.0","16.0","16.434288"
"SN2126B7PU1314217","1.0","2189.0","8.462","3.0","2.0","1.0","정상","50.0","WD","B","S-80S","SS","삼성중공업(주)거제","하이에어","27.0","38.0","31.836802","13.0","14.0","15.70206"
"SN2126B7PU1123542","0.75","792.0","5.15799999999999","7.0","6.0","1.0","정상","40.0","CHS","A","S-80","CS","성일SIM함안공장","하이에어","27.0","15.0","21.51638","13.0","21.0","18.011185"
"SN2126B7PU1702981","1.0","895.0","4.832","5.0","4.0","1.0","정상","50.0","FW","A","T-3.2","CN","부흥","하이에어","19.0","28.0","29.47876","20.0","27.0","15.273001"
"SN2126B7PU1319165","1.5","1201.0","27.089","7.0","4.0","1.0","정상","30.0","CT","B","S-XXS","SS","건일산업(주)","하이에어","19.0","36.0","23.074038","13.0","12.0","15.223308"
"SN2126B7PU1128340","2.0","6000.0","80.9739999999999","6.0","5.0","1.0","정상","50.0","FWH","B","S-160","CS","(주)성광테크","(주)성광테크","26.0","23.0","24.583813","11.0","15.0","17.950634"
"SN2126B7PU1133331","2.0","250.0","9.368","5.0","7.0","1.0","정상","30.0","PG","A","S-160","CS","건일산업(주)","건일산업(주)","42.0","30.0","29.962002","11.0","19.0","19.39116"
"SN2126B7PU1312635","3.0","1015.0","29.608","5.0","4.0","1.0","정상","40.0","RN","A","S-40S","SS","삼성중공업(주)거제","성도","27.0","57.0","43.000828","13.0","14.0","17.150608"
"SN2126B7PU1119013","42.0","2373.0","589.691","1.0","0.0","1.0","정상","40.0","CWR","A","S-STD","CS","(주)성광테크","(주)성광테크","17.0","30.0","21.692822","13.0","15.0","20.854534"
"SN2126B7PU1703157","1.5","2346.0","34.319","25.0","10.0","1.0","정상","50.0","FW","A","T-3.81","CN","부흥","하이에어","29.0","57.0","45.4546","20.0","24.0","16.162691"
"SN2126B7PU1125282","10.0","360.0","105.31","16.0","15.0","1.0","정상","40.0","CHR","A","S-20","CS","성일SIM함안공장","하이에어","17.0","35.0","32.071724","11.0","16.0","16.086185"
"SN2126B7PU1114961","0.5","129.0","2.309","3.0","2.0","0.0","정상","40.0","PL","P","S-80","CS","성일SIM함안공장","하이에어","28.0","58.0","48.327282","8.0","31.0","17.809027"
"SN2126B7PU1126821","1.5","107.0","1.979","2.0","1.0","1.0","정상","50.0","AI","A","S-80","CS","성일SIM함안공장","하이에어","19.0","17.0","22.036211","14.0","15.0","15.650187"
"SN2126B7PU1130739","1.0","0.0","11.162","11.0","0.0","1.0","정상","30.0","DH","B","S-80","CS","성일SIM함안공장","삼녹","21.0","17.0","21.345064","21.0","13.0","15.456872"
"SN2126B7PU1703902","1.5","1293.0","24.194","18.0","10.0","1.0","정상","30.0","FA","A","T-3.81","CN","부흥","하이에어","32.0","22.0","28.365746","17.0","6.0","15.2313"
"SN2126B7PU1126520","1.0","3046.0","12.942","2.0","1.0","1.0","정상","30.0","FWL","B","S-160","CS","건일산업(주)","건일산업(주)","32.0","35.0","22.956886","11.0","15.0","18.541004"
"SN2126B7PU1320346","6.0","1829.0","92.736","6.0","5.0","1.0","정상","30.0","PG","B","S-40S","SS","삼성중공업(주)거제","하이에어","19.0","43.0","32.308285","13.0","13.0","15.629667"
"SN2126B7PU1134118","8.0","374.0","110.175","3.0","2.0","1.0","정상","40.0","PG","A","S-80","CS","성일SIM함안공장","하이에어","17.0","25.0","25.57287","19.0","19.0","17.168255"
"SN2126B7PU1122064","0.5","75.0","0.922","2.0","1.0","1.0","정상","40.0","CWS","A","S-80","CS","건일산업(주)","건일산업(주)","17.0","24.0","25.171402","20.0","19.0","21.135487"
"SN2126B7PU1117192","2.0","2905.0","34.15","5.0","4.0","1.0","정상","50.0","DH","A","S-80","CS","(주)성광테크","(주)성광테크","19.0","14.0","23.718655","13.0","23.0","18.544506"
"SN2126B7PU1127203","1.0","349.0","6.296","10.0","9.0","1.0","정상","30.0","PA","A","S-160","CS","건일산업(주)","하이에어","34.0","25.0","28.694733","13.0","32.0","29.730595"
"SN2126B7PU1132092","10.0","1993.0","264.878","15.0","14.0","1.0","정상","40.0","CWR","A","S-20","CS","건일산업(주)","건일산업(주)","37.0","36.0","32.467594","26.0","15.0","19.135494"
"SN2126B7PU1312564","18.0","1578.0","787.873999999999","3.0","2.0","1.0","정상","50.0","RN","B","S-60","SS","건일산업(주)","하이에어","26.0","38.0","30.899157","23.0","9.0","15.199252"
"SN2126B7PU1317256","1.0","1352.0","15.034","7.0","5.0","1.0","정상","50.0","WD","B","S-80S","SS","삼성중공업(주)거제","하이에어","19.0","31.0","34.657417","14.0","25.0","16.277729"
"SN2126B7PU1J00143","1.0","0.0","2.254","5.0","0.0","1.0","정상","70.0","DH","P","S-80","CS","건일산업(주)","하이에어","19.0","30.0","32.897446","20.0","14.0","14.964492"
"SN2126B7PU1317361","14.0","2334.0","618.706","11.0","10.0","1.0","정상","30.0","LNG","B","S-80S","SS","건일산업(주)","하이에어","27.0","44.0","36.309654","13.0","13.0","14.370049"
"SN2126B7PU1131718","12.0","4347.0","583.247","5.0","4.0","1.0","최소","30.0","PG","B","S-60","CS","건일산업(주)","건일산업(주)","6.0","23.0","27.52982","7.0","7.0","13.678301"
"SN2126B7PU1312904","0.5","0.0","2.688","4.0","3.0","1.0","정상","30.0","LNG","A","S-80S","SS","건일산업(주)","건일산업(주)","17.0","32.0","19.934746","1.0","12.0","17.52332"
"SN2126B7PU1119112","3.0","5700.0","87.039","1.0","0.0","1.0","정상","3B","DA","B","S-80","CS","(주)성광테크","(주)성광테크","26.0","23.0","28.024569","13.0","19.0","18.011848"
"SN2126B7PU1120103","4.0","2796.0","58.96","3.0","1.0","1.0","정상","50.0","AI","A","S-40","CS","건일산업(주)","건일산업(주)","5.0","11.0","21.639265","14.0","12.0","19.229904"
"SN2126B7PU1703007","1.0","1028.0","12.495","15.0","7.0","1.0","정상","50.0","FW","A","T-3.2","CN","부흥","하이에어","33.0","50.0","38.49743","13.0","22.0","17.147888"
"SN2126B7PU1J00005","2.0","0.0","19.416","8.0","0.0","1.0","정상","30.0","N","B","S-80","CS","건일산업(주)","건일산업(주)","19.0","23.0","28.537998","13.0","31.0","23.400856"
"SN2126B7PU1116570","42.0","2460.0","2174.19","6.0","4.0","0.0","정상","50.0","CWR","B","S-STD","CS","건일산업(주)","건일산업(주)","222.0","59.0","30.08974","15.0","20.0","15.128661"
"SN2126B7PU1122562","2.0","548.0","19.8879999999999","5.0","4.0","1.0","정상","40.0","RN","A","S-160","CS","건일산업(주)","건일산업(주)","17.0","44.0","31.395401","13.0","13.0","20.065372"
"SN2126B7PU1130192","2.0","6000.0","53.82","3.0","2.0","1.0","정상","30.0","N","B","S-80","CS","건일산업(주)","건일산업(주)","31.0","18.0","22.243975","11.0","33.0","22.400932"
"SN2126B7PU1123130","2.0","2391.0","32.073","8.0","7.0","1.0","정상","30.0","AU","B","S-80","CS","(주)성광테크","(주)성광테크","19.0","18.0","22.20088","24.0","20.0","17.918896"
"SN2126B7PU1121945","2.0","1743.0","40.156","5.0","4.0","1.0","정상","3B","PL","A","S-160","CS","건일산업(주)","건일산업(주)","11.0","14.0","26.35508","21.0","14.0","19.812836"
"SN2126B7PU1122580","1.0","2507.0","9.93799999999999","3.0","2.0","1.0","정상","30.0","AU","B","S-80","CS","건일산업(주)","하이에어","20.0","20.0","21.436544","13.0","12.0","19.25153"
"SN2126B7PU1129493","2.0","5817.0","56.538","6.0","5.0","1.0","정상","30.0","N","B","S-80","CS","건일산업(주)","건일산업(주)","17.0","15.0","22.859213","13.0","19.0","23.309952"
"SN2126B7PU1129159","10.0","2988.0","184.178","5.0","4.0","0.0","정상","30.0","CWR","B","S-20","CS","(주)성광테크","(주)성광테크","22.0","18.0","29.118847","14.0","19.0","21.143883"
"SN2126B7PU1703453","2.0","3086.0","27.034","16.0","10.0","0.0","정상","30.0","FW","A","T-3.96","CN","부흥","하이에어","20.0","43.0","39.53204","21.0","8.0","13.468092"
"SN2126B7PU1703051","1.0","141.0","3.577","6.0","0.0","1.0","정상","70.0","FW","P","S-80S","CN","부흥","하이에어","19.0","22.0","22.222898","20.0","13.0","12.536508"
"SN2126B7PU1314037","1.5","2092.0","20.297","6.0","5.0","1.0","정상","30.0","PM","A","S-80S","SS","건일산업(주)","건일산업(주)","17.0","14.0","17.852554","11.0","13.0","14.796096"
"SN2126B7PU1311565","2.0","443.0","6.49299999999999","6.0","5.0","1.0","정상","40.0","CWS","A","S-10S","SS","삼성중공업(주)거제","하이에어","17.0","28.0","32.009323","13.0","13.0","15.040282"
"SN2126B7PU1317622","1.0","0.0","1.07","1.0","0.0","1.0","정상","40.0","PG","A","S-80S","SS","삼성중공업(주)거제","하이에어","19.0","22.0","22.43486","13.0","17.0","15.654364"
"SN2126B7PU1311768","2.0","4608.0","18.778","2.0","1.0","0.0","정상","3B","PW","B","S-10S","SS","삼성중공업(주)거제","하이에어","26.0","52.0","44.049328","8.0","27.0","23.117352"
"SN2126B7PU1704202","1.5","1736.0","39.189","24.0","8.0","1.0","정상","40.0","FA","A","T-3.81","CN","부흥","하이에어","17.0","33.0","35.09729","20.0","9.0","15.9589"
"SN2126B7PU1314923","3.0","6000.0","39.3859999999999","1.0","0.0","1.0","정상","50.0","OL","A","S-10S","SS","건일산업(주)","하이에어","14.0","31.0","20.485046","13.0","12.0","15.633113"
"SN2126B7PU1704171","4.0","2633.0","54.2519999999999","5.0","3.0","1.0","정상","50.0","FW","A","T-6.35","CN","부흥","하이에어","32.0","31.0","28.372746","14.0","16.0","15.133971"
"SN2126B7PU1319875","1.0","1384.0","8.579","4.0","2.0","1.0","정상","50.0","WD","A","S-80S","SS","건일산업(주)","하이에어","17.0","13.0","23.63058","11.0","10.0","20.248945"
"SN2126B7PU1704053","1.5","1696.0","25.4519999999999","16.0","8.0","1.0","정상","50.0","FW","B","T-3.81","CN","부흥","하이에어","19.0","43.0","41.731678","13.0","27.0","15.579151"
"SN2126B7PU1132441","8.0","467.0","75.963","6.0","5.0","1.0","정상","40.0","FGL","A","S-20","CS","건일산업(주)","건일산업(주)","85.0","43.0","27.859121","15.0","24.0","20.888405"
"SN2126B7PU1319508","1.0","1302.0","7.63","5.0","4.0","1.0","정상","40.0","WD","A","S-80S","SS","건일산업(주)","하이에어","17.0","19.0","28.599504","26.0","31.0","15.8982725"
"SN2126B7PU1127065","0.75","100.0","1.12","2.0","1.0","1.0","정상","50.0","N","A","S-80","CS","성일SIM함안공장","하이에어","20.0","14.0","21.841246","14.0","12.0","15.086121"
"SN2126B7PU1310273","2.0","2000.0","12.923","3.0","1.0","0.0","정상","40.0","DM","B","S-10S","SS","삼성중공업(주)거제","하이에어","27.0","46.0","49.251392","8.0","39.0","22.598812"
"SN2126B7PU1117926","4.0","1696.0","55.721","10.0","11.0","1.0","정상","40.0","CWR","B","S-40","CS","(주)성광테크","(주)성광테크","25.0","14.0","27.141073","13.0","21.0","17.917099"
"SN2126B7PU1318586","0.5","0.0","2.686","4.0","3.0","1.0","정상","30.0","PM","A","S-80S","SS","건일산업(주)","하이에어","32.0","22.0","28.151875","25.0","13.0","14.630454"
"SN2126B7PU1131336","2.0","0.0","24.951","8.0","0.0","1.0","정상","50.0","DHW","A","S-80","CS","건일산업(주)","건일산업(주)","21.0","33.0","36.13748","13.0","12.0","14.7018585"
"SN2126B7PU1J00149","6.0","0.0","64.688","7.0","6.0","1.0","정상","30.0","N","A","S-40","CS","(주)성광테크","삼녹","20.0","25.0","27.894829","13.0","20.0","17.182007"
"SN2126B7PU1320354","8.0","4893.0","138.185","4.0","3.0","1.0","정상","40.0","FCH","B","S-10S","SS","건일산업(주)","하이에어","28.0","31.0","27.461296","19.0","13.0","15.840125"
"SN2126B7PU1129703","2.0","745.0","19.044","7.0","6.0","1.0","정상","30.0","HWR","A","S-80","CS","(주)성광테크","(주)성광테크","27.0","27.0","23.981571","13.0","31.0","20.215612"
"SN2126B7PU1129696","1.0","0.0","1.903","2.0","0.0","1.0","정상","40.0","DH","A","S-80","CS","건일산업(주)","건일산업(주)","17.0","24.0","26.090744","11.0","25.0","18.44777"
"SN2126B7PU1704973","1.0","117.0","0.43","1.0","0.0","1.0","정상","50.0","FW","A","S-80S","CN","부흥","하이에어","22.0","17.0","20.683794","13.0","16.0","15.114503"
"SN2126B7PU1126248","2.0","1621.0","18.005","4.0","3.0","1.0","정상","50.0","DH","A","S-80","CS","성일SIM함안공장","삼녹","27.0","27.0","23.516378","13.0","22.0","16.69069"
"SN2126B7PU1129965","2.0","6000.0","53.82","3.0","2.0","1.0","정상","30.0","CWS","B","S-80","CS","건일산업(주)","건일산업(주)","17.0","13.0","22.658918","21.0","29.0","21.27552"
"SN2126B7PU1119489","1.0","1710.0","6.57799999999999","3.0","2.0","1.0","정상","50.0","AU","A","S-80","CS","(주)성광테크","(주)성광테크","2.0","18.0","21.877623","30.0","14.0","17.313549"
"SN2126B7PU1316420","4.0","4658.0","38.9869999999999","1.0","0.0","1.0","정상","50.0","VA","A","S-10S","SS","건일산업(주)","하이에어","17.0","17.0","23.137754","0.0","20.0","15.768531"
"SN2126B7PU1117109","3.0","2332.0","35.73","2.0","1.0","0.0","정상","3B","CDW","A","S-80","CS","성일SIM함안공장","하이에어","1.0","44.0","47.666107","1.0","20.0","24.145924"
"SN2126B7PU1119144","0.5","78.0","1.452","2.0","1.0","1.0","정상","30.0","RN","A","S-160","CS","성일SIM함안공장","하이에어","25.0","50.0","36.82721","11.0","10.0","16.874226"
"SN2126B7PU1131020","10.0","1081.0","93.491","4.0","3.0","1.0","정상","40.0","CWR","B","S-20","CS","성일SIM함안공장","하이에어","26.0","22.0","24.525635","13.0","9.0","17.022217"
"SN2126B7PU1702732","6.0","1473.0","113.322","5.0","4.0","1.0","정상","30.0","FW","B","T-6.35","CN","부흥","하이에어","17.0","17.0","23.316536","14.0","19.0","14.987765"
"SN2126B7PU1201094","10.0","2296.0","334.499","6.0","5.0","1.0","정상","50.0","RN","B","S-80","LTCS","(주)성광테크","(주)성광테크","19.0","22.0","30.258566","37.0","15.0","16.810543"
"SN2126B7PU1117420","3.0","624.0","23.932","7.0","6.0","0.0","정상","50.0","CWS","A","S-40","CS","(주)성광테크","(주)성광테크","19.0","24.0","31.16096","13.0","12.0","17.278675"
"SN2126B7PU1127057","1.0","2252.0","18.675","6.0","5.0","1.0","정상","50.0","AU","A","S-80","CS","성일SIM함안공장","하이에어","19.0","16.0","20.841187","14.0","15.0","16.446766"
